title	id	price	condition	availability	channel	feed label	language	additional image link	age group	all clicks	brand	canonical link	color	custom label 0	custom label 1	custom label 2	custom label 3	custom label 4	description	gender	google product category	gtin	identifier exists	image link	item group id	link	material	merchant item id	modification info(modification source:modifier)	mpn	pattern	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	return policy label	sell on google quantity	shipping(country)	shipping label	shipping weight	size	sku	update type
Saree Shaper Shimmer Emerald Green Online | Twin Birds M / Emerald De Lite / Regular - Upto 5'4	shopify_IN_8173488996668_44620319097148	899.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1191_-_Emerald_De_Lite.jpg?v=1757745506,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_e9773d42-0d5d-4153-8413-1b220c60c706.jpg?v=1757745506,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_e165e9cd-0110-4626-9ae7-105c7fb2973a.jpg?v=1757745506,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_c4feccf8-f287-4c65-8500-404d1b40495b.jpg?v=1757745506,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_9761e6a6-2acb-4305-9b58-29d470bc91ae.jpg?v=1757745506		6	Twin Birds		Emerald De Lite						Emerald green saree shaper in shimmer finish with flared hem & side slit. Ideal underskirt for office & casual sarees. Shop online today!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_fcd5b4fb-993b-4f37-b730-c09fdfe1b5c8.jpg?v=1712222934	shopify_IN_8173488996668	https://twinbirds.co.in/products/women-saree-shaper-shimmer-emerald-de-lite?variant=44620319097148&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44620319097148	third party shopify:third party syncing			size:M:Variant,color:Emerald De Lite:Variant,height:Regular - Upto 5'4:Variant	Saree Shaper			99			0.24 kg	M	1191-EmeraldDeLite-M	
Buy Cotton Stretch Straight Pants - Deep Navy | Twin Birds 2XL / Deep Navy	shopify_IN_10176712245564_52267104239932	699.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_619b2a15-7d7d-4bb7-9cb2-ecf178c99c0e.jpg?v=1759812570,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_cb409e99-a684-46cb-abee-bedb436c8f5c.jpg?v=1759812570,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_33708251-9372-474a-a951-d22be581114e.jpg?v=1759812570,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_f3b870bb-3e4a-447e-9a54-50f12171ea7b.jpg?v=1759812569,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_f62e9899-5bd2-4c41-a2a9-e7761af3ffc8.jpg?v=1759812570,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_a639701b-751f-44df-9abb-dafa8d4836fe.jpg?v=1759812570		3	Twin Birds		Deep Navy						"Classic deep navy stretch pant made from premium cotton. Designed for comfort, style & fit, perfect for festive or work wear. Buy online at Twin Birds!"					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_966f9882-5eee-455f-a988-763f53ed2d2a.jpg?v=1759812569	shopify_IN_10176712245564	https://twinbirds.co.in/products/cotton-stretch-straight-pant-deep-navy?variant=52267104239932&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52267104239932	third party shopify:third party syncing			size:2XL:Variant,color:Deep Navy:Variant	Cotton Stretch Straight Pant	true		85			0.34 kg	2XL	1900-DeepNavy-2XL	
Duplicate Long Tee - Pale Iris S / Pale Iris	shopify_IN_10343486357820_52912017375548	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_f2b4c402-eca1-4ba0-8f7f-7e959b195133.jpg?v=1774283712,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_36750039-1992-495d-8c3d-eac360eb80ba.jpg?v=1774283712,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_36eeccad-0273-41ad-931c-347cf2c74a4a.jpg?v=1774283712,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_13c55cbb-6e99-4dbd-a1b0-ea209732e178.jpg?v=1774283712,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_f1fc7f82-0480-4db9-a2c2-ac1e4f8a5aae.jpg?v=1774283713,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_dcf7ed4d-03e1-43d2-9780-03f04ba01a7d.jpg?v=1774283712		7	Twin Birds		Pale Iris						"Ultra-soft cotton long tee Graphic print with relaxed fit Knee length, max comfort"					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_a058ebe5-e71c-4c94-bb40-6342707a81be.jpg?v=1774283712	shopify_IN_10343486357820	https://twinbirds.co.in/products/long-tee-pale-irish?variant=52912017375548&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52912017375548	third party shopify:third party syncing			size:S:Variant,color:Pale Iris:Variant	Long Tee			36			0.15 kg	S	1924-LT0035-PaleIris-S	
Lipstick Red Kurti Pant for women (Viscose) - Twin Birds XL / Lipstick	shopify_IN_10282984505660_52694666215740	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_12289d66-1493-43b5-90af-42ce9b91c9a9.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_5285c229-83dc-4b09-a834-b44e09fcd366.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_5fa20fe7-757a-4d7d-8654-1a15327c03a2.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_5351cc75-51dd-4dcc-a294-64dd1af85bac.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_8d381016-2fba-43a3-b2ef-3025edd4e9fa.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_aa45442e-9b40-4515-8786-7fb7317807cd.jpg?v=1769689285		6	Twin Birds		Lipstick						Premium Lipstick Red viscose kurti pant. Features a silky-soft feel and a tailored pencil-style fall designed for all-day comfort. Shop Twin Birds today!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_7464853b-546c-4698-8669-2e99cf44bc92.jpg?v=1769689285	shopify_IN_10282984505660	https://twinbirds.co.in/products/viscose-kurti-pant-lipstick?variant=52694666215740&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52694666215740	third party shopify:third party syncing			size:XL:Variant,color:Lipstick:Variant	Kurti Pant			145			0.18 kg	XL	1906-LipStick-XL	
Pool Side Churidar legging L / Pool Side	shopify_IN_8178671092028_44638163599676	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_08e2a004-6af5-4146-9116-991be9548e21.jpg?v=1764046152,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_ca0c3c68-7e41-406b-b49b-cdc9a7a0c7d5.jpg?v=1764046152,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_569394a4-735c-4dbb-b512-125b01b48f45.jpg?v=1764046152,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_3c03828a-f1be-41ab-9a77-63d34a0cc825.jpg?v=1764046152,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_0c5c4c41-6c16-444c-8432-6d1dfadd479f.jpg?v=1764046152,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_b27affdf-26e5-4599-83bf-bddd7e3f50bb.jpg?v=1764046152,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_3d6619e0-cca1-4a7b-b72a-ba500d5b3837.jpg?v=1764046152		0	Twin Birds		Pool Side						Buy Twinbirds Pool Side women Churidar legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_010b3e26-f6c2-4114-8000-a073dc6fffc2.jpg?v=1764046152	shopify_IN_8178671092028	https://twinbirds.co.in/products/women-churidar-legging-cotton-pool-side?variant=44638163599676&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638163599676	third party shopify:third party syncing			size:L:Variant,color:Pool Side:Variant	Churidhar Leggings Cotton			91			0.23 kg	L	1503-PoolSide_L	
Buy La Burgandy Women Stylish Solid Cotton Knitted Dress Online S / La Burgundy	shopify_IN_8658260328764_46670926020924	899.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_3d97d01b-89f3-4a4f-b57d-d5011fdfd2ce.jpg?v=1694418486,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_3a078835-fe8b-449c-ab5c-c9a0346826c6.jpg?v=1694418486,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_cc7d6ff2-ef62-45a5-bca6-97d63ca9c2f3.jpg?v=1694418486,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_76f8aedb-8436-4902-bea0-750c9b6703a1.jpg?v=1694418486,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_4d9ecd2d-d3b1-4a3a-8995-6f808611517d.jpg?v=1694418486,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_6f6a9d4a-00e6-40f2-80dc-6ff95ba7e66f.jpg?v=1694418486		13	Twin Birds		La Burgundy						Buy TwinBirds La Burgandy Women Solid Cotton Knitted Dress. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/KNITTEDDRESSES.jpg?v=1694418486	shopify_IN_8658260328764	https://twinbirds.co.in/products/women-solid-cotton-knitted-dress-la-burgandy?variant=46670926020924&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/46670926020924	third party shopify:third party syncing			size:S:Variant,color:La Burgundy:Variant	Solid Cotton Knitted Dress			25			0.4 kg	S	1202SK-La Burgady-S	
Elegant White Metallic Straight Pants - Shine On | Twin Birds M / Metallic White	shopify_IN_8476713287996_45708538544444	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_025e4d28-bb6d-436f-9184-505dcffd7ffa.jpg?v=1761380995,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_91a22926-c545-455b-ad81-67c33cb49958.jpg?v=1761380995,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_b4aba0f3-5194-4a90-b72c-6e99ad46da2a.jpg?v=1761380995,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_ff5f7998-6e53-4fb2-b009-f084b0b01b43.jpg?v=1761380995,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_2ddf63cb-165f-4929-96bd-36e0fd4972c0.jpg?v=1761380995,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_6ed7cb79-2ca5-4b78-9350-2c723e80238d.jpg?v=1761380995,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_c1623906-1c97-4d08-8381-ec827837e5a8.jpg?v=1761380995		106	Twin Birds		Metallic White						Elegant White metallic pant that glows. Festive-perfect comfort with a luxurious sheen. Shine bright at your next celebration! Buy Twin Birds festive pants!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_af0a0f93-0ae0-4e3d-9b02-dff558ee0ca5.jpg?v=1761380995	shopify_IN_8476713287996	https://twinbirds.co.in/products/women-metallic-straight-pant-white?variant=45708538544444&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/45708538544444	third party shopify:third party syncing			size:M:Variant,color:Metallic White:Variant	Metallic Pant			79			0.0002 kg	M	1907-Metallic white-M	
Buy Dusty Blue Women Stylish Striped Palazzo Online 3XL / Dusty Blue	shopify_IN_10197369192764_52362579607868	699.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_50d3534f-ddf9-4b24-a81a-cf84ade2e631.jpg?v=1761814272,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_55a8b261-bb88-41ef-bacb-10a76712082d.jpg?v=1761814271,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_885310b2-57e3-4878-9d02-2d3d0060026b.jpg?v=1761814272,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_f221ed7e-0737-4c69-99c9-e60932769a45.jpg?v=1761814272,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_b974446c-f797-4617-a315-e21f83235783.jpg?v=1761814272,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_f7f3db05-87b7-4051-adcb-29e355ece3f3.jpg?v=1761814272,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_2566480d-4239-41e9-b694-005864c6baa9.jpg?v=1761814272		7	Twin Birds		Dusty Blue						Buy TwinBirds Dusty Blue Women Striped Palazzo. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_00db316d-c1c9-4f70-a6f0-b6989242611f.jpg?v=1761814272	shopify_IN_10197369192764	https://twinbirds.co.in/products/striped-palazzo-dusty-blue?variant=52362579607868&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52362579607868	third party shopify:third party syncing			size:3XL:Variant,color:Dusty Blue:Variant	Striped Palazzo			22			0.24 kg	3XL	1941-SKPV007-3XL	
Polar Smoke Churidar legging M / Polar Smoke	shopify_IN_8178671026492_44638163337532	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_aad67205-af51-4430-b2a8-8b4913afd110.jpg?v=1768199018,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_aa411d66-43a8-4c41-a80a-bdd4a7d858aa.jpg?v=1768199018,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_2e1db82a-774d-48d6-844a-ede3757c29c3.jpg?v=1768199017,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_6d61e665-a210-4115-8dbe-d2322dcd7e64.jpg?v=1768199018,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_feb8cc1a-5f01-42a4-9d14-3a2a06a95cce.jpg?v=1768199017		6	Twin Birds		Polar Smoke						Buy Twinbirds Polar Smoke women Churidar legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_1e4e554b-9401-4c92-ba8e-4e765bedd453.jpg?v=1768199017	shopify_IN_8178671026492	https://twinbirds.co.in/products/women-churidar-legging-cotton-polar-smoke?variant=44638163337532&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638163337532	third party shopify:third party syncing			size:M:Variant,color:Polar Smoke:Variant	Churidhar Leggings Cotton			94			0.23 kg	M	1503-PolarSmoke_M	
Twinbirds Tomato red Women Ankle Legging - Radiant Series XL / Tomato Red	shopify_IN_8178643468604_44638086693180	549.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_f1e3e1fa-17fd-4103-a7d6-819f46be8789.jpg?v=1760444869,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_ae940f5a-480a-4d83-8c79-cd256ecd0d73.jpg?v=1760444869,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_a068a5f0-83a2-46c5-910e-edc8d20ca61f.jpg?v=1760444869,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_15ca5b75-9b05-42d9-831a-9cbc00796151.jpg?v=1760444869,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_9d0b37bb-36fb-44d9-802b-54933bc410cb.jpg?v=1760444869,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_1694e9ad-ed0d-4c28-9ec1-9036aec47ba6.jpg?v=1760444869		0	Twin Birds		Tomato Red						Buy Twinbirds Tomato red Women Ankle Legging - Radiant Series online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_653599ba-1acb-4a17-9f31-cff15e11f379.jpg?v=1760444869	shopify_IN_8178643468604	https://twinbirds.co.in/products/women-ankle-legging-viscose-tomato-red?variant=44638086693180&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638086693180	third party shopify:third party syncing			size:XL:Variant,color:Tomato Red:Variant	Ankle Leggings Viscose			75			0.23 kg	XL	1502V-Tomatored_XL	
Viscose Churidar Legging - Blue Ocean 2XL / Blue Ocean	shopify_IN_8178758156604_44638372954428	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_66a11a37-88c8-48c4-8835-a85398ba7dd8.jpg?v=1760163288,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_c6a91cc4-5c17-4d12-ac50-ae51ab6275c5.jpg?v=1760163288,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_8ce187d0-7dbc-4768-9a6d-f873c913e1ee.jpg?v=1760163288,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_3980d747-dc16-492a-86eb-81fecaa08980.jpg?v=1760163288,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_dcdd42f3-d6b1-4975-83cf-a2c9b15a00ee.jpg?v=1760163288,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_cc8db3c3-934b-44c1-b9c1-3d31800524dc.jpg?v=1760163288		1	Twin Birds		Blue Ocean						Buy Twinbirds Blue Ocean Women Churidar Legging - Radiant Series online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_005cee34-bf4c-4f6c-ae52-761ab3de1fc1.jpg?v=1760163288	shopify_IN_8178758156604	https://twinbirds.co.in/products/women-churidar-legging-viscose-blue-ocean?variant=44638372954428&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638372954428	third party shopify:third party syncing			size:2XL:Variant,color:Blue Ocean:Variant	Churidhar Leggings Viscose			109			0.23 kg	2XL	1503V-BlueOcean-2XL	
Lipstick Red Kurti Pant for women (Viscose) - Twin Birds 3XL / Lipstick	shopify_IN_10282984505660_52694666281276	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_12289d66-1493-43b5-90af-42ce9b91c9a9.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_5285c229-83dc-4b09-a834-b44e09fcd366.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_5fa20fe7-757a-4d7d-8654-1a15327c03a2.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_5351cc75-51dd-4dcc-a294-64dd1af85bac.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_8d381016-2fba-43a3-b2ef-3025edd4e9fa.jpg?v=1769689285,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_aa45442e-9b40-4515-8786-7fb7317807cd.jpg?v=1769689285		4	Twin Birds		Lipstick						Premium Lipstick Red viscose kurti pant. Features a silky-soft feel and a tailored pencil-style fall designed for all-day comfort. Shop Twin Birds today!					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_7464853b-546c-4698-8669-2e99cf44bc92.jpg?v=1769689285	shopify_IN_10282984505660	https://twinbirds.co.in/products/viscose-kurti-pant-lipstick?variant=52694666281276&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/52694666281276	third party shopify:third party syncing			size:3XL:Variant,color:Lipstick:Variant	Kurti Pant			90			0.16 kg	3XL	1906-LipStick-3XL	
Cotton Ankle Legging - Grey Smoke 2XL / Grey Smoke	shopify_IN_8178745573692_44638345101628	549.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_c5695b6d-88f1-4853-a643-1c8b4aeda242.jpg?v=1762328536,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_0b3fa98c-6f1d-4a93-a47c-7dd0df828265.jpg?v=1762328536,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_a9d03011-6381-4717-854f-a8d2f96941e9.jpg?v=1762328536,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_8f3e27bb-0d9a-47d4-87ea-e80332a4cb29.jpg?v=1762328536,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_5d477d08-8bd5-4a12-a312-064b502020ee.jpg?v=1762328536,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/7_c4cf04e0-fcf8-490e-9ee0-754cbfb47c3c.jpg?v=1762328536,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/9_df438a4b-ee9f-4ef5-a8a5-04ae25049383.jpg?v=1762328536		1	Twin Birds		Grey Smoke						Buy Twinbirds Grey Smoke Women Ankle Legging online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_b260ee53-a467-4dcb-89c5-eda7529a2b14.jpg?v=1762328536	shopify_IN_8178745573692	https://twinbirds.co.in/products/women-ankle-legging-cotton-grey-smoke?variant=44638345101628&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638345101628	third party shopify:third party syncing			size:2XL:Variant,color:Grey Smoke:Variant	Ankle Leggings Cotton			86			0.23 kg	2XL	1502-GreySmoke-2XL	
Saree Shaper Peri Twinkle Lavender Shade | Twin Birds L / Peri Twinkle / Tall - Above 5'5	shopify_IN_9220049928508_50567666172220	899.00 INR		out of stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1191_-_Peri_Twinkle.jpg?v=1757744333,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_5.jpg?v=1757744333,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_3_c7df6335-ee0a-4141-8709-3cea8af04f56.jpg?v=1757744333,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_4.jpg?v=1757744333,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_5.jpg?v=1757744333		0	Twin birds		Peri Twinkle						"Lavender saree shaper with silky fabric, mermaid flare & drawstring waist. Shop Twin Birds online and style your saree with confidence!"					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_4_32aec0cd-03a1-4fd4-bddf-08eafaa4d09b.jpg?v=1712656850	shopify_IN_9220049928508	https://twinbirds.co.in/products/twinbirds-peri-twinkle-women-saree-shaper?variant=50567666172220&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/50567666172220	third party shopify:third party syncing			size:L:Variant,color:Peri Twinkle:Variant,height:Tall - Above 5'5:Variant	Saree Shaper	true		0			0.24 kg	L		
"Lipstick Red Cotton Ankle Leggings for Women - Lip Stick, Ankle Length Stretchable Slim Fit Casual Wear | Twin Birds, XL / Lip Stick"	shopify_IN_8178657263932_44638128374076	549.00 INR	new	in stock	Online	IN	en		adult	1	Twin Birds	https://twinbirds.co.in/products/women-ankle-legging-cotton-lip-stick	Lip Stick	leggings	ankle	500_700	all_season	bestseller	"<p> <span>Classic, confident, and unmistakably bold - Lip Stick is the vivid red shade that brings the energy of a perfect red lip to your entire outfit. <br> <br>These Lip Stick ankle length cotton leggings are made for women who want a reliable, comfortable everyday fit - whether it's a work-from-home day, an office meeting, a college class, or a casual outing with family. <br> <br>Key Features: <br>• Cotton Ankle Leggings for Women - Lip Stick (Lipstick Red/Classic Red) <br>• Super 4-Way Stretch Comfort - Premium cotton + elastane blend for all-day flexibility and perfect fit <br>• Ankle Length Design - Classic slim silhouette that pairs beautifully with tops, T-shirts, kurtis & tunics <br>• Wide No-Roll Waistband - Secure, flat waistband for everyday comfort and confidence - no slipping, no digging <br>• Breathable & Lightweight - Soft cotton fabric ideal for all-day wear in every Indian season <br>• Shape-Retaining Fabric - Retains its form wash after wash; no bagging, no pilling <br> <br> <br>Fabric: Cotton Elastane <br>Length: Ankle Length <br>Fit: Slim Fit <br>Occasion: Casual Wear, Date Wear, Bold Everyday <br>Style with: Keep the outfit simple - a white or black top is all you need to let this vivid lipstick red command attention. <br>Available sizes: S to 3XL <br>Care: Machine washable | Do not bleach <br> <br>Best for: casual wear, date wear, bold everyday <br> <br>Twin Birds | India's Best Leggings Brand | Made in India | Free Shipping above ₹999 | Easy 15-Day Returns | COD Available </span> </p>"	female	Apparel & Accessories > Clothing > Pants			https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_47928d75-3538-4c7f-b1b7-eaba7c78d908.jpg?v=1762328711	8178657263932	https://twinbirds.co.in/products/women-ankle-legging-cotton-lip-stick?currency=INR&country=IN&variant=44638128374076&utm_source=google&utm_medium=cpc&utm_campaign=Google%20Shopping&stkn=055f872ea637	Cotton Elastane			1502-Lip Stick_XL	Solid		Women > Leggings > Cotton Leggings > Ankle Length		15-day Return & Exchange			Free shipping above ₹999	0.23 kg	XL		
Twinbirds Fiery Orange women Churidar Legging - Radiant Series L / Fiery Orange	shopify_IN_8178644156732_44638091870524	599.00 INR		in stock	Online	IN	en	https://cdn.shopify.com/s/files/1/0705/5556/6396/files/2_61550fd3-a24e-4ab6-9288-8c8c74bd4cef.jpg?v=1769669713,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/3_f966eaff-1ff5-446f-9c84-6290cee47ba3.jpg?v=1769669712,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/4_99d9a14a-0588-4dea-a1a7-1a194d6add4d.jpg?v=1769669713,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/5_67cd9828-203f-4ab4-a796-6effa07684a1.jpg?v=1769669713,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/6_f16b073f-fabe-4693-a966-0c4a6776c82a.jpg?v=1769669713,https://cdn.shopify.com/s/files/1/0705/5556/6396/files/8_bb6e347f-705c-4314-90f3-3d7deb071c8d.jpg?v=1769669713		3	Twin Birds		Fiery Orange						Buy Twinbirds Fiery Orange women Churidar Legging - Radiant Series online. Shop from an exclusive range at Best Prices in India from TwinBirds.  Assured Quality					https://cdn.shopify.com/s/files/1/0705/5556/6396/files/1_b175765d-0703-47fa-88ff-3868470e83c2.jpg?v=1769669713	shopify_IN_8178644156732	https://twinbirds.co.in/products/women-churidar-legging-viscose-fiery-orange?variant=44638091870524&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic		gid://shopify/ProductVariant/44638091870524	third party shopify:third party syncing			size:L:Variant,color:Fiery Orange:Variant	Churidhar Leggings Viscose			21			0.23 kg	L	1503V_Fiery-Orange_L	
