# ----------------------------------------
# E-commerce purchases: Item name
# Account: Twin Birds UA
# Property: Twin Birds GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251101
# End date: 20260505
Item name,Items viewed,Items added to cart,Items purchased,Item revenue
Viscose Churidar Legging - Laser Blue - L / Laser Blue,4,6,0,0
Viscose Churidar Legging - Newleaf - XL / Newleaf,4,0,0,0
Viscose Churidar Legging - Pagoda Blue - M / Pagoda Blue,4,3,0,0
Viscose Churidar Legging - Racing Red - L / Racing Red,4,5,0,0
Viscose Churidar Legging - Racing Red - M / Racing Red,4,2,0,0
Viscose Churidar Legging - Spiced coral - L / Spiced Coral,4,0,0,0
Viscose Churidar Legging - Spiced coral - M / Spiced Coral,4,1,0,0
Viscose Churidar Legging - Sugar Cookie - M / Sugar Cookie,4,8,0,0
Women Denim Jean - Botson 000 - M / Botson 000,4,12,0,0
Women Denim Jean - Kansas 40 - 2XL / Kansas 40,4,5,0,0
Women Wide Jean - Botson 000 - 2XL / Botson 000,4,19,0,0
Women Wide Jean - Botson 000 - XL / Botson 000,4,15,0,0
Bamboo Modal Ankle Legging - Black - XL / Black,3,56,0,0
Bamboo Modal Churidar Legging - Black - M / Black,3,4,0,0
Basic V-Neck Tee - Navy - L / Navy,3,4,0,0
Beach Elements Printed Co-ord Set - Navy Peony - 2XL / Navy Peony,3,16,0,0
Bootcut Jogger - Brown - XL / Brown,3,1,0,0
Bootcut Jogger - Jet Black - M / Jet Black,3,2,0,0
Bootcut Jogger - Off White - XL / Off White,3,2,0,0
Bootcut Jogger - Soft Pink - M / Soft Pink,3,0,0,0
Bootcut Jogger - Soft Pink - XL / Soft Pink,3,7,0,0
Cami with Adjuster - Pearl White - 90 / Pearl White,3,11,0,0
Cami with Adjuster - Pearl White - 95 / Pearl White,3,4,0,0
Cloud Printed Co-ord Set - Blue Loungewear - XL / Ashley Blue,3,4,0,0
Coloured Jegging - Caramel custard - L / Caramel custard,3,7,0,0
Coloured Jegging - White plus - XL / White Plus,3,7,0,0
Cotton Ankle Legging - Bay Breeze - 2XL / Bay Breeze,3,12,0,0
Cotton Ankle Legging - Cactus - 3XL / Cactus,3,0,0,0
Cotton Ankle Legging - Cinnamon - L / Cinnamon,3,9,0,0
Cotton Ankle Legging - DeepNavy - M / DeepNavy,3,3,0,0
Cotton Ankle Legging - Fired Up - 2XL / Fired Up,3,16,0,0
Cotton Ankle Legging - Fired Up - XL / Fired Up,3,5,0,0
Cotton Ankle Legging - Green Tree - 3XL / Green Tree,3,0,0,0
Cotton Ankle Legging - Green Tree - L / Green Tree,3,37,0,0
Cotton Ankle Legging - La Burgandy - 3XL / La Burgandy,3,0,0,0
Cotton Ankle Legging - Mid Pink - L / Mid Pink,3,10,0,0
Cotton Ankle Legging - Mystic Pink - L / Mystic Pink,3,8,0,0
Cotton Ankle Legging - Orange Tango - XL / Orange Tango,3,20,0,0
Cotton Ankle Legging - Pink Punch - L / Pink Punch,3,13,0,0
Cotton Ankle Legging - Pure Magenta - 2XL / Pure Magenta,3,24,0,0
Cotton Capri Legging - Butter Scotch - 3XL / Butter Scotch,3,0,0,0
Cotton Capri Legging - Mari Gold - 3XL / Mari Gold,3,0,0,0
Cotton Capri Legging - New Leaf - 3XL / New Leaf,3,0,0,0
Cotton Capri Legging - New Leaf - XL / New Leaf,3,14,0,0
Cotton Capri Legging - Pink Paradise - 2XL / Pink Paradise,3,24,0,0
Cotton Churidar Legging - Amber Flower - XL / Amber Flower,3,10,0,0
Cotton Churidar Legging - Anthrazite Grey - M / Anthrazite Grey,3,7,0,0
Cotton Churidar Legging - Blue Chip - 2XL / Blue Chip,3,14,0,0
Cotton Churidar Legging - Blue Chip - L / Blue Chip,3,2,0,0
Cotton Churidar Legging - Blue Chip - M / Blue Chip,3,1,0,0
Cotton Churidar Legging - Blue Heaven - 2XL / Blue Heaven,3,12,0,0
Cotton Churidar Legging - Blue Heaven - L / Blue Heaven,3,7,0,0
Cotton Churidar Legging - Blue Spring - L / Blue Spring,3,6,0,0
Cotton Churidar Legging - Busy Bee - XL / Busy Bee,3,2,0,0
Cotton Churidar Legging - Caramel Custard - L / Caramel Custard,3,20,0,0
Cotton Churidar Legging - Caramel Custard - XL / Caramel Custard,3,72,0,0
Cotton Churidar Legging - Coral Flame - L / Coral Flame,3,2,0,0
Cotton Churidar Legging - Creme De La Creme - 2XL / Creme De La Creme,3,39,0,0
Cotton Churidar Legging - Cyan Cyan - L / Cyan Cyan,3,3,0,0
Cotton Churidar Legging - D.Pink - M / D.Pink,3,0,0,0
Cotton Churidar Legging - Flirty Flamingo - XL / Flirty Flamingo,3,8,0,0
Cotton Churidar Legging - Fruity Orange - 3XL / Fruity Orange,3,9,0,0
Cotton Churidar Legging - Green Apple - XL / Green Apple,3,4,0,0
Cotton Churidar Legging - Jack Fruit - L / Jack Fruit,3,0,0,0
Cotton Churidar Legging - Lemonade - 2XL / Lemonade,3,6,0,0
Cotton Churidar Legging - Lip Stick - 3XL / Lip Stick,3,29,0,0
Cotton Churidar Legging - Mari Gold - L / Mari Gold,3,4,0,0
Cotton Churidar Legging - Mid Pink - 3XL / Mid Pink,3,6,0,0
Cotton Churidar Legging - Mocha Bean - 2XL / Mocha Bean,3,14,0,0
Cotton Churidar Legging - Navy Classic - M / Navy Classic,3,5,0,0
Cotton Churidar Legging - New Leaf - M / New Leaf,3,10,0,0
Cotton Churidar Legging - Orange Tango - 3XL / Orange Tango,3,16,0,0
Cotton Churidar Legging - Pink Paradise - 2XL / Pink Paradise,3,33,0,0
Cotton Churidar Legging - Pure Magenta - 2XL / Pure Magenta,3,10,0,0
Cotton Churidar Legging - Rare Jade - XL / Rare Jade,3,7,0,0
Cotton Churidar Legging - Red Chilli - 2XL / Red Chilli,3,20,0,0
Cotton Churidar Legging - Rose Gold - 3XL / Rose Gold,3,14,0,0
Cotton Churidar Legging - Rosy Lips - M / Rosy Lips,3,0,0,0
Cotton Churidar Legging - Sweet Corn - M / Sweet Corn,3,6,0,0
Cotton Kurti Pant - La Burgandy - L / La Burgandy,3,26,0,0
Cotton Stretch Straight Pant - Burgundy - L / Burgundy,3,7,0,0
Cotton Stretch Straight Pant - Caramel Custard - XL / Caramel Custard,3,23,0,0
Crop Top - Cinnamon - L / Cinnamon,3,1,0,0
Crop Top - Cinnamon - S / Cinnamon,3,0,0,0
Denim Jegging - Texas 10 - XL / Texas 10,3,3,0,0
Dog printed Night Pants - Mocha Mouse - M / Mocha Mouse,3,7,0,0
Embroidered Metallic Straight Pant - Pink Smoothie - S / Pink Smoothie,3,0,0,0
Flexi Indigo Jegging - Blu Ray 10 - XL / Blu Ray 10,3,14,0,0
Heart Printed Realxed Tee - Purple - XS / Wistful Mauve,3,0,0,0
High Neck Frill Tee - Grape Vine - M / Grape Vine,3,6,0,0
Hoodie - Black - 2XL / Black,3,12,0,0
Hoodie - Maroon - L / Maroon,3,3,0,0
Hoodie - Olive - XL / Olive,3,5,0,0
Kids Cotton Ankle Legging - 24 / Lip Stick,3,2,0,0
Kids Cotton Ankle Legging - 26 / Lip Stick,3,4,0,0
Kids Cotton Ankle Legging - 28 / Bubble Gum,3,0,0,0
Kids Cotton Ankle Legging - 32 / Bubble Gum,3,2,0,0
Kids Cotton Ankle Legging - 34 / Lip Stick,3,1,0,0
Kids Cotton Ankle Legging - 34 / Pink Paradise,3,0,0,0
Kids Cotton Ankle Legging - 36 / Navy Classic,3,1,0,0
Kids Cotton Ankle Legging - Caramel Custard - 32 / Caramel Custard,3,1,0,0
Kids Cotton Ankle Legging - Ink Blue - 32 / Ink Blue,3,2,0,0
Kids Cotton Ankle Legging - Lip Stick - 26 / Lip Stick,3,5,0,0
Kids Cotton Ankle Legging - Lip Stick - 30 / Lip Stick,3,6,0,0
Kids Cotton Ankle Legging - Lip Stick - 32 / Lip Stick,3,7,0,0
Kids Cotton Ankle Legging - Lip Stick - 34 / Lip Stick,3,2,0,0
Kids Cotton Ankle Legging - Lucky Bamboo - 24 / Lucky Bamboo,3,0,0,0
Kids Cotton Ankle Legging - Lucky Bamboo - 28 / Lucky Bamboo,3,4,0,0
Kids Cotton Capri Legging - Lucky Bamboo - 34 / Lucky Bamboo,3,1,0,0
Knotted Striped Palazzo - Grey Fog - 3XL / Grey Fog,3,3,0,0
Knotted Striped Palazzo - Navy Ribbon - L / Navy Ribbon,3,5,0,0
Koala Printed Co-ord Set -  Winsome Orchid - XL / Winsome Orchid,3,5,0,0
Linen Straight Pant - Black - 2XL / Black,3,22,0,0
Long Tee - Legion Blue - XL / LT0036 - Legion Blue,3,6,0,0
Long Tee - Pale Iris - M / LT0035 - Pale Iris,3,3,0,0
Lounge Wear Long Tee - Beige - XL / LT0012 - Beige,3,0,0,0
Oversize Tee - Glacier Grey - L / Glacier Grey,3,11,0,0
Oversize Tee - Jet Black - L / Jet Black,3,11,0,0
Oversize Tee - Spanish Green - S / Spanish Green,3,6,0,0
Oversize Tee - Wheat Field - 2XL / Wheat Field,3,5,0,0
Paw Printed Night Pants - Pink - XL / Ballet Pink,3,1,0,0
Performance Tights Mid Waist - Black - 2XL / Black,3,27,0,0
Pleated Skirt - Scarlet - M / Scarlet,3,1,0,0
Polka dots Night Pants - Black - XL / Jet Black,3,2,0,0
Rabbit Printed Co-ord Set - Plume - L / Plume,3,5,0,0
Rabbit Printed Co-ord Set - Plume - XS / Plume,3,0,0,0
Red Heart Printed Night Pants - Off - white - XL / Shell,3,3,0,0
Relaxed Fit Tee - Light Grey - L / Light Grey,3,8,0,0
Relaxed fit tee - Mocha Mouse - 2XL / Mocha Mouse,3,14,0,0
Relaxed fit tee - White - L / White,3,6,0,0
Ribbed Crop Top - Light Brown - L / Light Brown,3,0,0,0
Ruffle Top - Green Tree - 2XL / Green Tree,3,10,0,0
Shimmer Legging - Bronze Medal - L / Bronze Medal,3,11,0,0
Skirt Shaper - Black - 2XL / Black,3,21,0,0
Skirt Shaper - Black - 3XL / Black,3,8,0,0
Sleek Kurti Pant - Creme De La Creme - XL / Creme De La Creme,3,24,0,0
Sleek Kurti Pant - Mint Olive - 3XL / Mint Olive,3,12,0,0
Sleek Kurti Pant - Pink Punch - 2XL / Pink Punch,3,23,0,0
Sleek Kurti Pant - Pink Punch - XL / Pink Punch,3,10,0,0
Sleek Kurti Pant - Pool Side - 2XL / Pool Side,3,20,0,0
Sleek Kurti Pant - Pool Side - XL / Pool Side,3,11,0,0
Sleeveless Ribbed Tee - Pale Pink - L / Pale Pink,3,3,0,0
Solid Night Shorts - Charcoal Grey - XL / Charcoal Grey,3,9,0,0
Solid Pant Co-ord - Charcoal Grey - L / Charcoal Grey,3,6,0,0
Solid Sports Bra - Skin - 2XL / Skin,3,9,0,0
Solid Wide Leg Palazzo - Vapour Violet - 2XL / Vapour Violet,3,26,0,0
Solid Wrinkle Dress - Black - 3XL / Black,3,5,0,0
Solid Wrinkle Dress - Mehandi Maroon - 2XL / Mehandi Maroon,3,3,0,0
Solid Wrinkle Dress - Mustard - XL / Mustard,3,1,0,0
Stretch Sports Vest Reversible - White - XL / White,3,18,0,0
Striped Palazzo - Dusty Blue - M / Dusty Blue,3,13,0,0
Striped Palazzo - Natural Vanilla - 3XL / Natural Vanilla,3,5,0,0
Sunshine Printed Collared Co-ord Set - Amberlight - M / Amberlight,3,0,0,0
Sweat Shirt - Black - XL / Black,3,1,0,0
Textured Night Pant - Black - S / Black,3,15,0,0
Textured Night Pant - Black - XL / Black,3,49,0,0
Textured Shorts Co-ord Set - Cream - XL / Cream,3,2,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Candle Light - M / Candle Light,3,12,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Moss Plant - 2XL / Moss Plant,3,6,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Spiced Coral - XL / Spiced Coral,3,6,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Swimming Pool - 2XL / Swimming Pool,3,11,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Tomato Red - 2XL / Tomato Red,3,7,0,0
Viscose Ankle Legging - ArcticTurq - XL / ArcticTurq,3,9,0,0
Viscose Ankle Legging - Beet Root - 3XL / Beet Root,3,0,0,0
Viscose Ankle Legging - Blue Ocean - M / Blue Ocean,3,4,0,0
Viscose Ankle Legging - Cherry Berry - 2XL / Cherry Berry,3,26,0,0
Viscose Ankle Legging - Crimson Red - 3XL / Crimson Red,3,14,0,0
Viscose Ankle Legging - DarkGrape - 3XL / DarkGrape,3,0,0,0
Viscose Ankle Legging - GreenTurtle - 2XL / GreenTurtle,3,7,0,0
Viscose Ankle Legging - Honey Mustard - 3XL / Honey Mustard,3,3,0,0
Viscose Ankle Legging - Mulberry - 3XL / Mulberry,3,8,0,0
Viscose Ankle Legging - Navy Ribbon - 3XL / Navy Ribbon,3,23,0,0
Viscose Ankle Legging - Navy Ribbon - M / Navy Ribbon,3,10,0,0
Viscose Ankle Legging - Passion Fruit - XL / Passion Fruit,3,8,0,0
Viscose Ankle Legging - Rose Syrup - XL / Rose Syrup,3,16,0,0
Viscose Ankle Legging - Steel Grey - L / Steel Grey,3,10,0,0
Viscose Ankle Legging - Steel Grey - XL / Steel Grey,3,17,0,0
Viscose Ankle Legging - Terracota - 3XL / Terracota,3,0,0,0
Viscose Ankle Legging - Vanilla - M / Vanilla,3,23,0,0
Viscose Churidar Legging - Black Plus - XL / Black Plus,3,41,0,0
Viscose Churidar Legging - Claypot - 2XL / Claypot,3,8,0,0
Viscose Churidar Legging - Mulberry - 3XL / Mulberry,3,17,0,0
Viscose Churidar Legging - Pagoda Blue - L / Pagoda Blue,3,3,0,0
Viscose Churidar Legging - Parrot Green - 2XL / Parrot Green,3,9,0,0
Viscose Churidar Legging - Parrot Green - L / Parrot Green,3,4,0,0
Viscose Churidar Legging - Passion Fruit - M / Passion Fruit,3,2,0,0
Viscose Churidar Legging - Poolside - 3XL / Poolside,3,1,0,0
Viscose Churidar Legging - Sea Port - XL / Sea Port,3,7,0,0
Viscose Churidar Legging - Shadow Grey - L / Shadow Grey,3,1,0,0
Viscose Churidar Legging - Steel Grey - XL / Steel Grey,3,6,0,0
Viscose Churidar Legging - Sugar Cookie - 3XL / Sugar Cookie,3,20,0,0
Viscose Churidar Legging - Terracota - M / Terracota,3,0,0,0
Viscose Churidar Legging - Wheat Grain - 3XL / Wheat Grain,3,10,0,0
Viscose Churidar Legging - Wheat Grain - L / Wheat Grain,3,2,0,0
Women Denim Jean - Kansas 40 - M / Kansas 40,3,2,0,0
Women Denim Jean - Texas 10 - 2XL / Texas 10,3,5,0,0
Women Frill Tee With Short Sleeve - Black - XL / Black,3,1,0,0
Women Frill Tee With Short Sleeve - White,3,0,0,0
Women Frill Tee With Short Sleeve - White - 2XL / White,3,0,0,0
Women Wide Jean - Kansas 40 - 2XL / Kansas 40,3,15,0,0
Active T-Shirt - Silver Grey - M / Silver Grey,2,3,0,0
Avacado Printed Collared Co-ord Set - Aloe Wash - 2XL / Aloe Wash,2,0,0,0
Basic V-Neck Tee - Navy - 2XL / Navy,2,3,0,0
Bootcut Jogger - Off White - 2XL / Off White,2,3,0,0
Bootcut Jogger - Soft Pink - 2XL / Soft Pink,2,0,0,0
Casual Shirt - Peacock Feather - 2XL / Peacock feather,2,0,0,0
Classic Polo Tee -Navy,2,0,0,0
Coloured Jegging - Charcoal Grey - XL / Charcoal Grey,2,4,0,0
Coloured Jegging - Mid blue - XL / Mid blue,2,5,0,0
Coloured Jegging - Pink punch - XL / Pink punch,2,9,0,0
Coloured Jegging - White plus - 2XL / White Plus,2,11,0,0
Cotton Ankle Legging - Anthrazite Grey - XL / Anthrazite Grey,2,22,0,0
Cotton Ankle Legging - Bubble Gum - M / Bubble Gum,2,22,0,0
Cotton Ankle Legging - Burgandy - 3XL / Burgandy,2,0,0,0
Cotton Ankle Legging - Cactus - XL / Cactus,2,19,0,0
Cotton Ankle Legging - Charcoal Grey - 2XL / Charcoal Grey,2,15,0,0
Cotton Ankle Legging - Chloro Phyll - 3XL / Chloro Phyll,2,0,0,0
Cotton Ankle Legging - Coral Flame - 2XL / Coral Flame,2,8,0,0
Cotton Ankle Legging - Coral Flame - M / Coral Flame,2,3,0,0
Cotton Ankle Legging - Creme De La Creme - M / Creme De La Creme,2,59,0,0
Cotton Ankle Legging - D.Pink - L / D.Pink,2,7,0,0
Cotton Ankle Legging - Fruity Orange - XL / Fruity Orange,2,2,0,0
Cotton Ankle Legging - Fuchsia Violet - XL / Fuchsia Violet,2,4,0,0
Cotton Ankle Legging - Ink Blue - 2XL / Ink Blue,2,32,0,0
Cotton Ankle Legging - Lava Red - 3XL / Lava Red,2,0,0,0
Cotton Ankle Legging - MintOlive - XL / MintOlive,2,0,0,0
Cotton Ankle Legging - Mystic Pink - M / Mystic Pink,2,7,0,0
Cotton Ankle Legging - Orange Tango - 2XL / Orange Tango,2,17,0,0
Cotton Ankle Legging - Orange Tango - 3XL / Orange Tango,2,0,0,0
Cotton Ankle Legging - OrchidLilac - 3XL / OrchidLilac,2,0,0,0
Cotton Ankle Legging - Pepper Mint - M / Pepper Mint,2,7,0,0
Cotton Ankle Legging - Polar Smoke - 2XL / Polar Smoke,2,10,0,0
Cotton Ankle Legging - Polar Smoke - L / Polar Smoke,2,5,0,0
Cotton Ankle Legging - Rasp Berry - L / Rasp Berry,2,2,0,0
Cotton Ankle Legging - Rasp Berry - XL / Rasp Berry,2,12,0,0
Cotton Ankle Legging - Red Chilli - L / Red Chilli,2,19,0,0
Cotton Ankle Legging - Sky Fall - XL / Sky Fall,2,12,0,0
Cotton Ankle Legging - Sweet Corn - M / Sweet Corn,2,14,0,0
Cotton Churidar Legging - Anthrazite Grey - 2XL / Anthrazite Grey,2,26,0,0
Cotton Churidar Legging - Bay Breeze - 2XL / Bay Breeze,2,5,0,0
Cotton Churidar Legging - Bay Breeze - M / Bay Breeze,2,2,0,0
Cotton Churidar Legging - Burgandy - L / Burgandy,2,7,0,0
Cotton Churidar Legging - Caro Teen - 2XL / Caro Teen,2,12,0,0
Cotton Churidar Legging - Charcoal Grey - XL / Charcoal Grey,2,3,0,0
Cotton Churidar Legging - Chloro Phyll - XL / Chloro Phyll,2,4,0,0
Cotton Churidar Legging - Cinnamon - XL / Cinnamon,2,11,0,0
Cotton Churidar Legging - Citron Yellow - XL / Citron Yellow,2,17,0,0
Cotton Churidar Legging - Fuchsia Violet - 2XL / Fuchsia Violet,2,13,0,0
Cotton Churidar Legging - Green Apple - 3XL / Green Apple,2,4,0,0
Cotton Churidar Legging - Green Grass - L / Green Grass,2,1,0,0
Cotton Churidar Legging - Hyacinth Pond - M / Hyacinth Pond,2,0,0,0
Cotton Churidar Legging - Ink Blue - XL / Ink Blue,2,24,0,0
Cotton Churidar Legging - Lawn Green - 2XL / Lawn Green,2,1,0,0
Cotton Churidar Legging - Lawn Green - L / Lawn Green,2,2,0,0
Cotton Churidar Legging - Lucky Bamboo - M / Lucky Bamboo,2,0,0,0
Cotton Churidar Legging - Mari Gold - M / Mari Gold,2,1,0,0
Cotton Churidar Legging - Mocha Bean - 3XL / Mocha Bean,2,18,0,0
Cotton Churidar Legging - Orange Tango - XL / Orange Tango,2,13,0,0
Cotton Churidar Legging - Pearl white - M / Pearl White,2,52,0,0
Cotton Churidar Legging - Pool Side - M / Pool Side,2,2,0,0
Cotton Churidar Legging - Pure Magenta - M / Pure Magenta,2,2,0,0
Cotton Churidar Legging - Rare Jade - 2XL / Rare Jade,2,20,0,0
Cotton Churidar Legging - Rare Jade - M / Rare Jade,2,1,0,0
Cotton Churidar Legging - Rasp Berry - 3XL / Rasp Berry,2,6,0,0
Cotton Churidar Legging - Red Chilli - M / Red Chilli,2,6,0,0
Cotton Churidar Legging - Sweet Corn - 2XL / Sweet Corn,2,18,0,0
Cotton Churidar Legging - Sweet Corn - L / Sweet Corn,2,8,0,0
Crop Top - Amber Flower - XL / Amber Flower,2,5,0,0
Daisy Printed Collared Co-ord Set - Seafoam Green - M / Seafoam Green,2,0,0,0
Daisy Printed Collared Co-ord Set - Seafoam Green - XS / Seafoam Green,2,0,0,0
Denim Jegging - Kansas 40 - 2XL / Kansas 40,2,0,0,0
Dog printed Night Pants - Mocha Mouse - L / Mocha Mouse,2,20,0,0
Flared Wide Pant - Peach Pink - M / Peach Pink,2,3,0,0
Heart printed Night Pants - Rose Cloud - 2XL / Rose Cloud,2,1,0,0
Heart printed Night Pants - Rose Cloud - XL / Rose Cloud,2,2,0,0
High Neck Graphic Tee - Black - L / Black,2,5,0,0
High Neck Graphic Tee - Black - XL / Black,2,5,0,0
High Neck Oversize Crop Top - Red - M / Red,2,2,0,0
Kids Cotton Ankle Legging - 24 / Caramel Custard,2,0,0,0
Kids Cotton Ankle Legging - 30 / Lucky Bamboo,2,1,0,0
Kids Cotton Ankle Legging - 32 / Lucky Bamboo,2,0,0,0
Kids Cotton Ankle Legging - 34 / Orange Tango,2,2,0,0
Kids Cotton Ankle Legging - Ink Blue - 36 / Ink Blue,2,1,0,0
Kids Cotton Ankle Legging - La Burgandy - 22 / La Burgandy,2,9,0,0
Kids Cotton Ankle Legging - Lucky Bamboo - 30 / Lucky Bamboo,2,3,0,0
Kids Cotton Ankle Legging - Lucky Bamboo - 36 / Lucky Bamboo,2,0,0,0
Kids Cotton Ankle Legging - Navy Classic - 34 / Navy Classic,2,1,0,0
Kids Cotton Ankle Legging - Navy Classic - 36 / Navy Classic,2,7,0,0
Kids Cotton Ankle Legging - Orange Tango - 22 / Orange Tango,2,1,0,0
Kids Cotton Ankle Legging - Pool Side - 36 / Pool Side,2,0,0,0
Kids Cotton Ankle Legging - Sweet Corn - 36 / Sweet Corn,2,1,0,0
Kids Cotton Capri Legging - Ink Blue - 36 / Ink Blue,2,4,0,0
Kids Cotton Capri Legging - Lip Stick - 24 / Lip Stick,2,2,0,0
Kids Cotton Capri Legging - Navy Classic - 36 / Navy Classic,2,5,0,0
Kids Cotton Capri Legging - Orange Tango - 32 / Orange Tango,2,2,0,0
Kids Cotton Capri Legging - Pink Paradise - 26 / Pink Paradise,2,5,0,0
Kids Printed Shorts Co-ord - Pink - 32 / Pink,2,6,0,0
Kids Secura Shorts - Navy Classic - 2XL / Navy Classic,2,12,0,0
Kids Secura shorts - Dark Chocolate - 2XL / Dark Chocolate,2,1,0,0
Knotted Striped Palazzo - Anthrazite Grey - 2XL / Anthrazite Grey,2,5,0,0
Knotted Striped Palazzo - Grey Fog - XL / Grey Fog,2,6,0,0
Knotted Striped Palazzo - Navy Ribbon - 2XL / Navy Ribbon,2,7,0,0
Koala Solid Pant Co-ord - Dark Grape - 2XL / Dark Grape,2,0,0,0
Koala Solid Pant Co-ord - Dark Grape - L / Dark Grape,2,0,0,0
Linen Straight Pant - Black - 3XL / Black,2,32,0,0
Long Tee - Legion Blue - M / LT0036 - Legion Blue,2,2,0,0
Long Tee - Pale Iris - S / LT0035 - Pale Iris,2,1,0,0
Lounge Wear Long Tee - Blue - XL / LT0008 - Blue,2,0,0,0
Lounge Wear Long Tee - Blue - XL / LT0014 - Blue,2,0,0,0
Lounge Wear Long Tee - Navy - XL / LT0001 - Navy,2,0,0,0
Lounge Wear Long Tee - Pink - M / LT0004 - Pink,2,0,0,0
Lounge Wear Long Tee - Pink - XL / LT0004 - Pink,2,0,0,0
Lounge Wear Long Tee - Red - M / LT0011 - Red,2,0,0,0
Mid Raise Jogger - Burgundy - 2XL / Burgundy,2,18,0,0
Oversize Tee - Salmon - M / Salmon,2,6,0,0
Panda Printed Co-ord Set - Grey Loungewear - 2XL / Ghost Grey,2,0,0,0
Performance Tights High Waist - Blue - 2XL / Blue Petrol,2,12,0,0
Performance Tights Mid Waist - Black - M / Black,2,7,0,0
Pleated Skirt - Steller - 2XL / Steller,2,1,0,0
Plum Blossom printed Night Pants - Rythmic Red - XL / Rythmic Red,2,19,0,0
Printed Knitted Palazzo Pants - Carbon Black - M / Carbon Black,2,3,0,0
Printed Knitted Palazzo Pants - Pista Green - L / Pista Green,2,9,0,0
Printed Night Pant - Frosty Green - M / Frosty Green,2,7,0,0
Printed Night Pant - Grape Nectar - 2XL / Grape Nectar,2,7,0,0
Printed Night Pant - Salmon - 2XL / Salmon,2,3,0,0
Puppies Printed Co-ord Set - Bisque - XS / Bisque,2,0,0,0
Rabbit Printed Co-ord Set - Plume - M / Plume,2,7,0,0
Relaxed fit tee - Ivory Snow - M / Ivory Snow,2,1,0,0
Relaxed fit tee - Jet Black - L / Jet Black,2,6,0,0
Ribbed Crop Top - Wine - XL / Wine,2,1,0,0
Ruffle Top - White - L / White,2,9,0,0
Ruffle Top - White - M / White,2,1,0,0
Ruffle Top - Wild Rose - S / Wild Rose,2,7,0,0
Saree Shaper - Desert Dazzle - S / Desert Dazzle / Tall - Above 5'5,2,0,0,0
Saree Shaper - Electric Violet (Copy) - M / Electric Violet / Regular - Upto 5'4,2,0,0,0
Saree Shaper - Pink Champagne - 4XL / Pink Champagne / Tall - Above 5'5,2,0,0,0
Shorts - Dark Pink - XL / Dark Pink,2,1,0,0
Sleek Kurti Pant -  Forest Green - 2XL / Green,2,17,0,0
Sleek Kurti Pant - Anthrazite Grey - XL / Anthrazite Grey,2,12,0,0
Sleek Kurti Pant - Cinnamon - L / Cinnamon,2,9,0,0
Sleek Kurti Pant - Green Tree - M / Green Tree,2,3,0,0
Sleek Kurti Pant - La Burgandy - M / La Burgandy,2,2,0,0
Sleek Kurti Pant - La Burgandy - XL / La Burgandy,2,12,0,0
Sleek Spaghetti Cami With Adjuster - White - M / White,2,2,0,0
Sleeveless Ribbed Tee - Pale Pink - S / Pale Pink,2,1,0,0
Snow Flake printed Night Pants - Pageant Blue - M / Pageant Blue,2,6,0,0
Solid Knitted Palazzo Pants - Wild Rose - XL / Wild Rose,2,0,0,0
Solid Night Shorts - Charcoal Grey - L / Charcoal Grey,2,11,0,0
Solid Pant Co-ord - Deep Navy - XL / Deep Navy,2,7,0,0
Solid Pant Co-ord - Mauve Wood - M / Mauve Wood,2,10,0,0
Solid Wide Leg Palazzo - Ink Blue - XL / Ink Blue,2,11,0,0
Solid Wrinkle Dress - Bottle Green - S / Bottle Green,2,0,0,0
Solid Wrinkle Dress - Bottle Green - XL / Bottle Green,2,1,0,0
Solid Wrinkle Dress - Mustard - 2XL / Mustard,2,0,0,0
Solid Wrinkle Dress - Mustard - S / Mustard,2,1,0,0
Star Printed Night Pants - Blue - 2XL / Blue,2,0,0,0
Striped Palazzo - Jet Black - 2XL / Jet Black,2,23,0,0
Striped Palazzo - Jet Black - XL / Jet Black,2,18,0,0
Striped Palazzo - Whisper Pink - 2XL / Whisper Pink,2,11,0,0
Sweat Shirt - Maroon - L / Maroon,2,0,0,0
Sweat Shirt - Olive - L / Olive,2,2,0,0
Sweat Shirt - Olive - M / Olive,2,0,0,0
Sweat Shirt - Olive - XL / Olive,2,1,0,0
Teddy Printed Collared Co-ord Set- Maple Syrup - 2XL / Maple Syrup,2,0,0,0
Teddy bear Printed Night Pants - Dark Chocolate - 2XL / Dark Chocolate,2,0,0,0
Textured Pant Co-ord Set - Matcha - 2XL / Matcha,2,16,0,0
Textured Shorts Co-ord Set - Cream - M / Cream,2,3,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Pagoda Blue - 2XL / Pagoda Blue,2,3,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Pagoda Blue - XL / Pagoda Blue,2,4,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Rose Red - L / Rose Red,2,11,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Rosy Syrup - XL / Rosy Syrup,2,4,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Spiced Coral - 2XL / Spiced Coral,2,5,0,0
